transaction_id,customer_id,product_id,category,quantity,price,total_spent,timestamp
T001005,C00766,P00272,Bakery,6,134.35,806.1,2024-06-07T04:38:43
T001006,C00065,P00148,Snacks,5,14.65,73.25,2024-07-08T13:08:54
T001007,C00858,P00086,Fruits,2,154.64,309.28,2024-08-30T13:55:12
T001008,C00465,P00380,Bakery,10,136.92,1369.2,2024-04-17T06:15:53
T001009,C00192,P00387,Beverages,8,7.09,56.72,2024-07-07T08:17:49
T001010,C00187,P00169,Dairy,6,112.28,673.68,2024-09-19T12:27:49
T001011,C00620,P00407,Snacks,6,73.37,440.22,2024-10-07T21:03:04
T001012,C00709,P00260,Vegetables,3,51.72,155.16,2024-06-12T17:36:10
T001013,C00353,P00204,Vegetables,6,134.01,804.06,2024-01-24T09:10:21
T001014,C00394,P00207,Bakery,6,122.86,737.16,2024-06-11T22:45:33
T001015,C00950,P00156,Vegetables,2,97.4,194.8,2024-01-23T23:26:29
T001016,C00787,P00285,Dairy,8,83.44,667.52,2024-04-22T21:05:18
T001017,C00172,P00184,Snacks,5,173.07,865.35,2024-07-30T20:06:36
T001018,C00108,P00143,Fruits,9,13.4,120.6,2024-02-23T12:25:24
T001019,C00005,P00361,Bakery,7,139.69,977.83,2024-01-28T07:35:32
T001020,C00370,P00318,Vegetables,10,197.0,1970.0,2024-07-10T15:33:26
T001021,C00267,P00199,Snacks,4,157.24,628.96,2024-08-22T01:12:19
T001022,C00182,P00307,Dairy,8,126.29,1010.32,2024-01-29T00:21:38
T001023,C00058,P00134,Beverages,9,197.41,1776.69,2024-05-19T20:16:17
T001024,C00815,P00435,Dairy,2,89.19,178.38,2024-10-11T13:08:01
T001025,C00314,P00333,Snacks,4,172.84,691.36,2024-01-26T16:38:15
T001026,C00474,P00390,Beverages,10,120.38,1203.8,2024-10-11T06:59:26
T001027,C00518,P00453,Snacks,10,171.15,1711.5,2024-06-06T11:53:48
T001028,C00844,P00065,Snacks,8,87.28,698.24,2024-07-04T15:26:14
T001029,C00183,P00095,Vegetables,10,119.32,1193.2,2024-09-26T00:10:05
T001030,C00279,P00166,Vegetables,5,135.7,678.5,2024-08-18T21:14:35
T001031,C00683,P00389,Bakery,9,7.36,66.24,2024-09-12T09:56:05
T001032,C00607,P00236,Dairy,7,40.15,281.05,2024-02-23T06:09:34
T001033,C00995,P00436,Beverages,1,75.4,75.4,2024-08-28T21:24:32
T001034,C00470,P00294,Snacks,2,58.88,117.76,2024-10-31T23:32:55
T001035,C00122,P00019,Bakery,6,114.24,685.44,2024-10-06T03:18:59
T001036,C00842,P00034,Dairy,3,178.68,536.04,2024-10-23T14:55:03
T001037,C00739,P00500,Fruits,6,55.71,334.26,2024-06-23T16:48:03
T001038,C00061,P00447,Bakery,6,178.62,1071.72,2024-03-18T15:40:32
T001039,C00996,P00043,Bakery,4,184.64,738.56,2024-08-14T23:27:41
T001040,C00909,P00216,Beverages,4,157.59,630.36,2024-08-16T17:06:01
T001041,C00552,P00403,Snacks,6,10.09,60.54,2024-11-07T13:53:58
T001042,C00672,P00134,Snacks,2,197.41,394.82,2024-07-26T15:20:32
T001043,C00494,P00049,Dairy,10,124.04,1240.4,2024-04-24T14:47:15
T001044,C00992,P00129,Vegetables,5,82.29,411.45,2024-06-26T00:48:52
T001045,C00245,P00344,Beverages,9,18.99,170.91,2024-03-01T21:41:47
T001046,C00481,P00349,Dairy,8,52.62,420.96,2024-10-04T23:04:58
T001047,C00412,P00150,Beverages,6,36.14,216.84,2024-02-18T18:40:33
T001048,C00260,P00395,Dairy,9,88.07,792.63,2024-05-18T22:46:41
T001049,C00876,P00270,Vegetables,9,156.27,1406.43,2024-10-07T04:21:46
T001050,C00992,P00099,Fruits,10,155.08,1550.8,2024-09-23T09:47:17
T001051,C00616,P00380,Fruits,3,136.92,410.76,2024-09-10T23:30:42
T001052,C00384,P00299,Bakery,1,147.31,147.31,2024-09-22T23:41:09
T001053,C00527,P00288,Snacks,1,6.0,6.0,2024-09-08T18:54:11
T001054,C00808,P00500,Bakery,6,55.71,334.26,2024-02-06T07:31:39
T001055,C00994,P00191,Dairy,10,54.36,543.6,2024-02-18T20:18:53
T001056,C00451,P00033,Snacks,6,176.01,1056.06,2024-10-28T12:01:00
T001057,C00062,P00400,Dairy,2,32.14,64.28,2024-02-02T13:44:39
T001058,C00015,P00008,Beverages,8,74.53,596.24,2024-07-21T03:17:37
T001059,C00469,P00366,Vegetables,8,85.23,681.84,2024-07-28T22:21:19
T001060,C00740,P00314,Fruits,5,177.19,885.95,2024-04-16T15:11:51
T001061,C00749,P00070,Snacks,2,154.09,308.18,2024-03-19T22:48:27
T001062,C00589,P00008,Fruits,9,74.53,670.77,2024-05-05T20:48:15
T001063,C00596,P00188,Bakery,3,16.31,48.93,2024-01-06T22:26:20
T001064,C00241,P00316,Vegetables,3,131.14,393.42,2024-11-05T19:03:45
T001065,C00347,P00192,Vegetables,5,25.17,125.85,2024-04-07T08:32:25
T001066,C00503,P00388,Bakery,3,66.61,199.83,2024-02-25T07:14:17
T001067,C00650,P00471,Beverages,3,80.82,242.46,2024-08-14T23:35:34
T001068,C00073,P00382,Bakery,7,146.07,1022.49,2024-07-02T17:13:05
T001069,C00392,P00360,Vegetables,6,11.05,66.3,2024-01-13T21:38:03
T001070,C00984,P00421,Snacks,9,81.73,735.57,2024-06-21T02:39:00
T001071,C00578,P00114,Vegetables,1,191.09,191.09,2024-08-16T23:59:36
T001072,C00497,P00221,Vegetables,9,37.56,338.04,2024-08-17T09:27:34
T001073,C00542,P00493,Fruits,3,59.12,177.36,2024-06-09T00:52:20
T001074,C00080,P00336,Beverages,10,127.91,1279.1,2024-10-31T21:52:06
T001075,C00454,P00211,Beverages,1,50.21,50.21,2024-06-29T19:40:01
T001076,C00896,P00163,Beverages,4,165.03,660.12,2024-07-22T00:06:44
T001077,C00761,P00200,Vegetables,7,161.45,1130.15,2024-02-15T16:27:14
T001078,C00458,P00284,Bakery,10,190.17,1901.7,2024-09-27T08:49:03
T001079,C00171,P00153,Snacks,4,190.49,761.96,2024-07-24T13:01:43
T001080,C00130,P00186,Beverages,1,165.33,165.33,2024-06-15T06:53:13
T001081,C00195,P00030,Vegetables,5,76.53,382.65,2024-06-14T01:31:03
T001082,C00647,P00323,Fruits,8,170.44,1363.52,2024-11-06T10:05:36
T001083,C00043,P00446,Dairy,7,114.5,801.5,2024-02-26T06:15:33
T001084,C00522,P00472,Beverages,3,90.2,270.6,2024-03-14T12:37:41
T001085,C00697,P00419,Fruits,1,103.14,103.14,2024-03-04T01:30:26
T001086,C00514,P00252,Dairy,5,81.92,409.6,2024-07-13T11:54:25
T001087,C00557,P00386,Snacks,6,37.39,224.34,2024-01-23T08:20:28
T001088,C00550,P00195,Fruits,7,40.52,283.64,2024-07-27T02:21:58
T001089,C00560,P00039,Bakery,4,182.06,728.24,2024-02-27T16:06:45
T001090,C00263,P00382,Bakery,5,146.07,730.35,2024-02-03T08:31:29
T001091,C00378,P00099,Bakery,2,155.08,310.16,2024-11-09T23:03:56
T001092,C00023,P00205,Dairy,3,7.12,21.36,2024-06-17T07:24:11
T001093,C00888,P00380,Fruits,7,136.92,958.44,2024-05-26T05:58:20
T001094,C00954,P00055,Snacks,7,17.68,123.76,2024-08-20T17:28:45
T001095,C00318,P00143,Snacks,4,13.4,53.6,2024-11-11T20:37:15
T001096,C00744,P00216,Fruits,2,157.59,315.18,2024-10-10T15:07:52
T001097,C00630,P00452,Snacks,2,58.58,117.16,2024-05-26T16:08:34
T001098,C00555,P00314,Dairy,1,177.19,177.19,2024-08-23T14:12:29
T001099,C00389,P00072,Vegetables,9,92.03,828.27,2024-01-03T14:53:51
T001100,C00363,P00338,Vegetables,2,154.94,309.88,2024-03-15T10:24:57
T001101,C00197,P00095,Dairy,8,119.32,954.56,2024-09-02T07:39:49
T001102,C00896,P00315,Beverages,4,169.7,678.8,2024-11-14T06:30:00
T001103,C00732,P00330,Dairy,3,187.37,562.11,2024-06-30T05:40:30
T001104,C00650,P00298,Snacks,2,154.25,308.5,2024-06-07T03:51:56
T001105,C00628,P00430,Dairy,8,104.0,832.0,2024-05-20T16:51:59
T001106,C00844,P00263,Dairy,4,121.24,484.96,2024-01-10T04:50:09
T001107,C00508,P00032,Beverages,1,178.01,178.01,2024-01-16T23:14:31
T001108,C00120,P00474,Dairy,6,31.94,191.64,2024-05-08T07:29:02
T001109,C00027,P00354,Fruits,9,22.01,198.09,2024-09-21T15:14:18
T001110,C00295,P00290,Bakery,4,123.26,493.04,2024-08-07T15:37:06
T001111,C00105,P00139,Bakery,10,16.41,164.1,2024-02-06T16:47:55
T001112,C00342,P00405,Vegetables,4,122.56,490.24,2024-02-21T01:06:04
T001113,C00276,P00055,Bakery,4,17.68,70.72,2024-06-01T01:50:34
T001114,C00576,P00276,Beverages,8,111.05,888.4,2024-09-17T21:22:35
T001115,C00443,P00428,Snacks,6,140.79,844.74,2024-07-10T21:53:52
T001116,C00121,P00150,Bakery,7,36.14,252.98,2024-10-23T09:43:17
T001117,C00142,P00176,Vegetables,10,108.31,1083.1,2024-10-16T12:46:34
T001118,C00253,P00466,Dairy,4,153.71,614.84,2024-08-19T10:58:40
T001119,C00189,P00175,Snacks,8,47.86,382.88,2024-01-22T14:58:07
T001120,C00783,P00391,Snacks,10,173.25,1732.5,2024-04-16T18:07:10
T001121,C00783,P00202,Fruits,3,99.78,299.34,2024-11-15T04:38:43
T001122,C00292,P00209,Dairy,2,180.76,361.52,2024-01-12T06:26:40
T001123,C00186,P00155,Bakery,6,152.01,912.06,2024-02-28T13:46:23
T001124,C00412,P00104,Dairy,3,194.49,583.47,2024-03-06T20:08:57
T001125,C00737,P00069,Vegetables,9,96.29,866.61,2024-01-06T13:05:01
T001126,C00009,P00255,Vegetables,5,20.34,101.7,2024-05-30T16:53:07
T001127,C00748,P00471,Bakery,2,80.82,161.64,2024-01-23T08:19:51
T001128,C00515,P00132,Fruits,6,128.01,768.06,2024-07-11T17:29:11
T001129,C00480,P00439,Beverages,9,75.87,682.83,2024-04-07T20:11:28
T001130,C00852,P00460,Beverages,3,14.71,44.13,2024-09-27T03:36:00
T001131,C00276,P00073,Bakery,10,167.56,1675.6,2024-09-26T01:12:26
T001132,C00971,P00202,Dairy,7,99.78,698.46,2024-04-29T01:56:58
T001133,C00531,P00348,Snacks,3,127.5,382.5,2024-09-02T02:39:41
T001134,C00202,P00154,Snacks,7,18.37,128.59,2024-06-14T02:50:48
T001135,C00546,P00357,Beverages,5,108.15,540.75,2024-11-08T17:25:31
T001136,C00940,P00206,Vegetables,9,184.76,1662.84,2024-03-19T01:36:10
T001137,C00085,P00442,Fruits,4,53.02,212.08,2024-02-04T20:53:40
T001138,C00340,P00374,Fruits,7,149.18,1044.26,2024-08-02T10:50:54
T001139,C00399,P00109,Fruits,10,79.36,793.6,2024-10-06T16:26:01
T001140,C00019,P00313,Vegetables,2,30.43,60.86,2024-03-30T19:05:07
T001141,C00573,P00490,Snacks,8,50.05,400.4,2024-07-09T04:30:03
T001142,C00291,P00302,Snacks,8,125.9,1007.2,2024-06-13T17:23:27
T001143,C00801,P00340,Fruits,8,75.94,607.52,2024-10-31T11:45:31
T001144,C00981,P00157,Beverages,4,145.87,583.48,2024-03-01T04:05:10
T001145,C00738,P00305,Dairy,5,41.9,209.5,2024-09-06T08:44:35
T001146,C00444,P00194,Vegetables,9,42.22,379.98,2024-06-03T13:54:28
T001147,C00498,P00490,Beverages,1,50.05,50.05,2024-09-01T08:58:30
T001148,C00936,P00362,Snacks,3,40.93,122.79,2024-06-28T12:27:20
T001149,C00350,P00311,Snacks,8,134.36,1074.88,2024-08-03T06:35:25
T001150,C00226,P00341,Dairy,6,22.15,132.9,2024-08-03T19:59:51
T001151,C00383,P00069,Vegetables,6,96.29,577.74,2024-02-07T07:17:58
T001152,C00727,P00472,Vegetables,6,90.2,541.2,2024-03-10T17:07:11
T001153,C00752,P00344,Bakery,9,18.99,170.91,2024-04-05T04:11:20
T001154,C00085,P00204,Fruits,7,134.01,938.07,2024-02-16T13:06:49
T001155,C00486,P00119,Bakery,4,44.43,177.72,2024-06-14T16:19:17
T001156,C00345,P00166,Fruits,3,135.7,407.1,2024-02-23T00:03:12
T001157,C00517,P00488,Beverages,9,118.23,1064.07,2024-11-08T13:10:54
T001158,C00238,P00334,Vegetables,4,159.16,636.64,2024-06-22T10:32:33
T001159,C00744,P00422,Dairy,6,188.24,1129.44,2024-08-23T07:43:09
T001160,C00797,P00447,Vegetables,4,178.62,714.48,2024-01-13T03:59:26
T001161,C00875,P00331,Bakery,8,148.77,1190.16,2024-05-05T11:49:56
T001162,C00204,P00480,Snacks,9,89.44,804.96,2024-09-16T03:43:47
T001163,C00102,P00314,Beverages,7,177.19,1240.33,2024-08-14T13:10:54
T001164,C00261,P00472,Dairy,10,90.2,902.0,2024-08-06T17:12:25
T001165,C00944,P00214,Beverages,9,61.37,552.33,2024-06-23T05:23:48
T001166,C00025,P00108,Beverages,4,62.24,248.96,2024-09-28T09:32:15
T001167,C00169,P00451,Dairy,4,47.2,188.8,2024-03-10T23:16:03
T001168,C00241,P00344,Snacks,1,18.99,18.99,2024-10-13T07:13:19
T001169,C00767,P00436,Beverages,8,75.4,603.2,2024-09-27T04:39:34
T001170,C00676,P00265,Vegetables,4,131.11,524.44,2024-10-27T04:34:36
T001171,C00642,P00134,Snacks,9,197.41,1776.69,2024-08-15T18:56:12
T001172,C00154,P00054,Bakery,10,5.59,55.9,2024-10-25T18:49:16
T001173,C00786,P00278,Vegetables,3,145.36,436.08,2024-09-08T01:15:41
T001174,C00240,P00124,Fruits,1,94.08,94.08,2024-04-09T04:20:21
T001175,C00125,P00234,Snacks,7,30.46,213.22,2024-09-14T09:09:46
T001176,C00972,P00466,Beverages,3,153.71,461.13,2024-07-31T14:39:04
T001177,C00695,P00084,Bakery,5,196.89,984.45,2024-07-09T17:07:01
T001178,C00610,P00473,Bakery,8,117.07,936.56,2024-05-28T07:43:39
T001179,C00259,P00336,Dairy,8,127.91,1023.28,2024-11-14T17:38:04
T001180,C00668,P00243,Dairy,8,119.13,953.04,2024-06-04T05:48:50
T001181,C00001,P00498,Fruits,2,122.75,245.5,2024-03-26T14:39:12
T001182,C00085,P00124,Beverages,6,94.08,564.48,2024-09-18T11:53:36
T001183,C00041,P00184,Snacks,3,173.07,519.21,2024-01-01T04:47:38
T001184,C00627,P00418,Fruits,4,67.27,269.08,2024-06-23T05:57:53
T001185,C00582,P00377,Bakery,3,113.38,340.14,2024-10-01T16:05:09
T001186,C00574,P00442,Vegetables,4,53.02,212.08,2024-01-29T11:25:41
T001187,C00979,P00016,Vegetables,10,96.81,968.1,2024-01-21T21:48:13
T001188,C00247,P00025,Beverages,4,175.74,702.96,2024-11-06T21:07:15
T001189,C00244,P00206,Beverages,3,184.76,554.28,2024-03-08T05:21:10
T001190,C00341,P00214,Vegetables,4,61.37,245.48,2024-03-13T12:39:28
T001191,C00018,P00037,Snacks,9,69.87,628.83,2024-03-19T13:42:25
T001192,C00211,P00185,Snacks,6,16.68,100.08,2024-02-21T01:46:08
T001193,C00555,P00430,Beverages,7,104.0,728.0,2024-01-31T22:10:55
T001194,C00754,P00161,Vegetables,4,148.09,592.36,2024-08-09T00:45:02
T001195,C00083,P00408,Dairy,1,117.56,117.56,2024-02-11T01:45:50
T001196,C00680,P00252,Dairy,3,81.92,245.76,2024-06-20T13:07:53
T001197,C00638,P00370,Bakery,2,5.85,11.7,2024-07-20T08:06:18
T001198,C00174,P00113,Beverages,10,31.76,317.6,2024-05-04T11:53:38
T001199,C00761,P00174,Bakery,9,66.17,595.53,2024-07-30T21:19:14
T001200,C00195,P00298,Dairy,6,154.25,925.5,2024-06-16T14:24:08
T001201,C00674,P00044,Vegetables,4,144.69,578.76,2024-02-24T03:35:50
T001202,C00857,P00236,Dairy,2,40.15,80.3,2024-04-17T09:12:04
T001203,C00364,P00231,Bakery,3,7.27,21.81,2024-05-13T10:42:52
T001204,C00064,P00368,Beverages,7,117.47,822.29,2024-06-12T01:34:40
T001205,C00643,P00372,Dairy,9,169.03,1521.27,2024-08-02T03:24:02
T001206,C00804,P00023,Snacks,8,147.77,1182.16,2024-08-05T00:11:48
T001207,C00824,P00204,Beverages,1,134.01,134.01,2024-01-31T05:18:20
T001208,C00313,P00141,Beverages,1,153.06,153.06,2024-11-03T12:16:16
T001209,C00163,P00179,Snacks,2,58.02,116.04,2024-05-12T17:21:21
T001210,C00996,P00327,Bakery,2,122.87,245.74,2024-07-15T00:36:00
T001211,C00970,P00156,Snacks,9,97.4,876.6,2024-10-31T22:45:58
T001212,C00647,P00409,Vegetables,8,27.75,222.0,2024-07-14T11:26:21
T001213,C00947,P00376,Dairy,2,160.67,321.34,2024-07-20T11:44:20
T001214,C00822,P00290,Bakery,1,123.26,123.26,2024-03-15T14:10:37
T001215,C00789,P00127,Bakery,4,154.38,617.52,2024-09-04T22:58:29
T001216,C00582,P00204,Fruits,1,134.01,134.01,2024-03-01T01:28:57
T001217,C00256,P00467,Bakery,4,198.49,793.96,2024-10-02T08:48:43
T001218,C00985,P00036,Snacks,7,78.16,547.12,2024-09-13T19:21:48
T001219,C00891,P00343,Beverages,10,188.05,1880.5,2024-05-30T04:03:49
T001220,C00878,P00392,Beverages,9,128.34,1155.06,2024-03-20T18:16:04
T001221,C00923,P00400,Bakery,10,32.14,321.4,2024-02-17T05:39:21
T001222,C00185,P00075,Beverages,7,155.64,1089.48,2024-06-15T16:54:49
T001223,C00815,P00239,Bakery,7,115.07,805.49,2024-01-10T23:26:17
T001224,C00423,P00071,Fruits,9,121.27,1091.43,2024-01-24T11:55:27
T001225,C00732,P00056,Bakery,3,74.63,223.89,2024-10-17T20:45:52
T001226,C00404,P00174,Snacks,1,66.17,66.17,2024-07-03T23:42:29
T001227,C00395,P00179,Snacks,9,58.02,522.18,2024-04-22T20:02:59
T001228,C00733,P00055,Beverages,9,17.68,159.12,2024-06-08T15:09:44
T001229,C00010,P00219,Beverages,4,16.8,67.2,2024-02-01T19:19:38
T001230,C00877,P00262,Snacks,4,136.28,545.12,2024-09-25T10:39:24
T001231,C00458,P00154,Snacks,2,18.37,36.74,2024-03-03T07:40:07
T001232,C00502,P00355,Snacks,5,129.54,647.7,2024-07-24T23:52:38
T001233,C00213,P00227,Vegetables,10,132.27,1322.7,2024-04-29T09:53:44
T001234,C00294,P00446,Beverages,6,114.5,687.0,2024-04-20T23:24:24
T001235,C00573,P00485,Dairy,3,32.02,96.06,2024-01-13T15:54:05
T001236,C00060,P00002,Snacks,5,41.12,205.6,2024-03-08T22:18:28
T001237,C00741,P00254,Dairy,3,118.57,355.71,2024-06-22T14:38:14
T001238,C00515,P00132,Dairy,1,128.01,128.01,2024-01-22T23:55:03
T001239,C00910,P00441,Dairy,10,77.79,777.9,2024-08-30T19:40:04
T001240,C00702,P00121,Dairy,7,127.06,889.42,2024-04-02T15:49:21
T001241,C00994,P00164,Fruits,10,149.61,1496.1,2024-07-15T16:45:01
T001242,C00761,P00436,Bakery,6,75.4,452.4,2024-08-17T09:20:52
T001243,C00192,P00384,Dairy,9,33.38,300.42,2024-09-02T02:05:29
T001244,C00639,P00220,Vegetables,9,32.62,293.58,2024-11-04T07:40:32
T001245,C00771,P00091,Snacks,2,138.12,276.24,2024-08-12T21:28:14
T001246,C00743,P00255,Bakery,6,20.34,122.04,2024-06-22T16:52:29
T001247,C00016,P00323,Beverages,10,170.44,1704.4,2024-06-11T20:36:50
T001248,C00308,P00245,Snacks,6,173.45,1040.7,2024-01-07T04:13:16
T001249,C00357,P00048,Fruits,4,80.21,320.84,2024-02-25T06:25:42
T001250,C00719,P00349,Dairy,9,52.62,473.58,2024-09-21T08:54:17
T001251,C00711,P00382,Snacks,7,146.07,1022.49,2024-08-23T04:48:48
T001252,C00268,P00127,Dairy,10,154.38,1543.8,2024-09-02T04:46:03
T001253,C00620,P00376,Bakery,7,160.67,1124.69,2024-06-16T13:10:09
T001254,C00644,P00098,Bakery,5,194.17,970.85,2024-08-19T14:54:29
T001255,C00344,P00449,Dairy,1,148.37,148.37,2024-09-26T11:07:28
T001256,C00717,P00452,Snacks,3,58.58,175.74,2024-01-02T10:23:16
T001257,C00400,P00031,Beverages,6,8.84,53.04,2024-06-21T03:40:43
T001258,C00254,P00172,Beverages,1,37.89,37.89,2024-10-09T01:18:50
T001259,C00124,P00089,Dairy,2,83.24,166.48,2024-07-12T23:44:11
T001260,C00632,P00142,Dairy,3,144.55,433.65,2024-03-16T23:42:32
T001261,C00050,P00483,Dairy,3,104.46,313.38,2024-05-21T02:00:01
T001262,C00792,P00301,Snacks,8,79.24,633.92,2024-02-14T03:56:22
T001263,C00566,P00088,Fruits,10,131.65,1316.5,2024-04-20T10:08:44
T001264,C00413,P00176,Dairy,9,108.31,974.79,2024-02-07T14:54:53
T001265,C00984,P00434,Dairy,6,194.8,1168.8,2024-11-04T10:45:45
T001266,C00198,P00241,Snacks,1,30.7,30.7,2024-03-19T18:24:46
T001267,C00868,P00483,Vegetables,2,104.46,208.92,2024-08-14T12:45:56
T001268,C00096,P00403,Snacks,8,10.09,80.72,2024-07-15T09:38:22
T001269,C00622,P00290,Vegetables,10,123.26,1232.6,2024-07-02T02:27:10
T001270,C00862,P00297,Snacks,6,29.48,176.88,2024-11-07T09:01:30
T001271,C00983,P00156,Beverages,7,97.4,681.8,2024-01-28T00:37:40
T001272,C00740,P00422,Snacks,9,188.24,1694.16,2024-05-12T17:49:56
T001273,C00487,P00207,Beverages,1,122.86,122.86,2024-02-28T08:16:00
T001274,C00024,P00041,Vegetables,8,78.13,625.04,2024-06-27T00:19:59
T001275,C00719,P00021,Beverages,1,87.12,87.12,2024-08-23T19:23:47
T001276,C00622,P00158,Bakery,8,85.87,686.96,2024-03-15T07:51:03
T001277,C00195,P00247,Snacks,9,52.28,470.52,2024-10-08T15:59:29
T001278,C00035,P00426,Snacks,10,92.94,929.4,2024-02-14T06:28:18
T001279,C00791,P00492,Bakery,6,155.9,935.4,2024-06-11T16:40:59
T001280,C00575,P00496,Fruits,6,190.21,1141.26,2024-09-03T11:16:44
T001281,C00969,P00221,Fruits,9,37.56,338.04,2024-07-22T21:40:45
T001282,C00162,P00111,Bakery,7,48.7,340.9,2024-08-25T10:43:31
T001283,C00640,P00486,Dairy,8,79.73,637.84,2024-07-26T07:45:00
T001284,C00836,P00152,Vegetables,5,55.17,275.85,2024-10-02T02:58:37
T001285,C00051,P00444,Snacks,2,57.95,115.9,2024-08-22T04:51:12
T001286,C00555,P00500,Bakery,3,55.71,167.13,2024-10-03T12:53:16
T001287,C00821,P00234,Fruits,2,30.46,60.92,2024-05-07T03:04:42
T001288,C00313,P00126,Snacks,6,76.22,457.32,2024-08-04T19:30:45
T001289,C00573,P00444,Dairy,2,57.95,115.9,2024-02-25T16:45:09
T001290,C00907,P00114,Vegetables,4,191.09,764.36,2024-01-31T06:33:13
T001291,C00856,P00404,Snacks,1,33.69,33.69,2024-09-21T22:29:28
T001292,C00799,P00227,Fruits,9,132.27,1190.43,2024-10-22T00:04:50
T001293,C00941,P00315,Dairy,3,169.7,509.1,2024-04-07T00:05:32
T001294,C00763,P00344,Vegetables,10,18.99,189.9,2024-03-05T16:03:55
T001295,C00064,P00358,Snacks,7,175.84,1230.88,2024-09-07T10:50:26
T001296,C00895,P00390,Beverages,1,120.38,120.38,2024-10-18T05:34:34
T001297,C00329,P00271,Bakery,1,119.35,119.35,2024-01-16T11:07:42
T001298,C00295,P00239,Snacks,5,115.07,575.35,2024-08-17T23:24:15
T001299,C00167,P00488,Dairy,6,118.23,709.38,2024-07-24T06:55:06
T001300,C00371,P00206,Bakery,10,184.76,1847.6,2024-10-26T04:18:37
T001301,C00988,P00344,Vegetables,6,18.99,113.94,2024-01-10T04:33:46
T001302,C00252,P00355,Bakery,10,129.54,1295.4,2024-07-24T19:38:05
T001303,C00964,P00257,Snacks,3,184.09,552.27,2024-08-15T19:56:06
T001304,C00440,P00207,Fruits,9,122.86,1105.74,2024-06-08T13:06:34
T001305,C00692,P00070,Fruits,7,154.09,1078.63,2024-03-11T14:50:41
T001306,C00857,P00095,Bakery,6,119.32,715.92,2024-05-16T01:06:38
T001307,C00539,P00418,Beverages,6,67.27,403.62,2024-03-17T15:19:39
T001308,C00445,P00080,Dairy,2,36.92,73.84,2024-04-16T21:46:44
T001309,C00958,P00289,Beverages,6,156.94,941.64,2024-03-03T19:42:33
T001310,C00944,P00310,Dairy,2,73.87,147.74,2024-06-13T19:35:41
T001311,C00644,P00044,Vegetables,7,144.69,1012.83,2024-09-19T16:29:08
T001312,C00941,P00187,Vegetables,3,128.32,384.96,2024-05-08T11:53:43
T001313,C00844,P00452,Bakery,6,58.58,351.48,2024-03-13T05:32:14
T001314,C00825,P00372,Snacks,3,169.03,507.09,2024-10-20T19:21:40
T001315,C00666,P00270,Bakery,10,156.27,1562.7,2024-06-04T07:33:42
T001316,C00726,P00133,Beverages,8,179.39,1435.12,2024-07-16T06:44:52
T001317,C00482,P00071,Dairy,6,121.27,727.62,2024-08-12T22:41:19
T001318,C00470,P00137,Fruits,4,107.09,428.36,2024-01-08T21:24:55
T001319,C00237,P00174,Vegetables,6,66.17,397.02,2024-02-22T03:58:00
T001320,C00617,P00286,Snacks,4,35.88,143.52,2024-07-24T14:42:08
T001321,C00103,P00385,Snacks,9,71.45,643.05,2024-06-12T04:09:55
T001322,C00327,P00107,Beverages,7,10.82,75.74,2024-07-22T18:27:19
T001323,C00635,P00330,Snacks,2,187.37,374.74,2024-10-01T03:29:43
T001324,C00110,P00353,Fruits,4,180.84,723.36,2024-03-23T17:02:37
T001325,C00767,P00183,Bakery,8,87.46,699.68,2024-05-01T11:36:18
T001326,C00076,P00204,Vegetables,7,134.01,938.07,2024-03-29T09:50:58
T001327,C00795,P00295,Snacks,7,116.01,812.07,2024-04-02T04:40:23
T001328,C00058,P00351,Bakery,2,42.76,85.52,2024-07-30T11:36:12
T001329,C00816,P00298,Fruits,3,154.25,462.75,2024-08-17T06:48:15
T001330,C00271,P00048,Bakery,2,80.21,160.42,2024-01-08T16:03:00
T001331,C00401,P00066,Fruits,3,130.46,391.38,2024-10-03T11:09:56
T001332,C00696,P00351,Snacks,2,42.76,85.52,2024-01-08T04:03:31
T001333,C00799,P00223,Bakery,2,167.98,335.96,2024-06-02T07:27:42
T001334,C00110,P00335,Snacks,2,124.27,248.54,2024-07-07T12:07:30
T001335,C00835,P00088,Beverages,10,131.65,1316.5,2024-06-17T18:12:56
T001336,C00854,P00489,Vegetables,7,158.16,1107.12,2024-06-22T06:53:21
T001337,C00027,P00467,Fruits,6,198.49,1190.94,2024-04-10T09:09:08
T001338,C00852,P00494,Snacks,7,59.87,419.09,2024-04-02T01:05:29
T001339,C00314,P00400,Beverages,5,32.14,160.7,2024-01-15T02:32:28
T001340,C00376,P00109,Vegetables,7,79.36,555.52,2024-06-10T18:47:02
T001341,C00956,P00158,Fruits,10,85.87,858.7,2024-09-29T12:34:46
T001342,C00857,P00456,Snacks,5,168.75,843.75,2024-04-06T11:37:13
T001343,C00997,P00220,Snacks,1,32.62,32.62,2024-08-20T15:47:09
T001344,C00841,P00156,Fruits,10,97.4,974.0,2024-07-23T07:05:37
T001345,C00935,P00349,Snacks,9,52.62,473.58,2024-02-02T23:15:20
T001346,C00238,P00075,Bakery,5,155.64,778.2,2024-06-17T18:10:51
T001347,C00039,P00223,Beverages,3,167.98,503.94,2024-09-18T19:28:11
T001348,C00242,P00046,Bakery,6,32.83,196.98,2024-01-18T12:21:14
T001349,C00833,P00397,Dairy,4,155.12,620.48,2024-10-25T03:35:47
T001350,C00448,P00036,Dairy,9,78.16,703.44,2024-02-16T11:33:47
